Mean Velocity,Std Dev,Min Velocity,Max Velocity,Range,Median,Kurtosis,Skewness,Energy,MQ_type
-9.728932193034516e-20,9.667663740161824e-09,-3.79385861670059e-07,3.135459784732879e-07,6.929318401433468e-07,-3.4584667475996704e-15,212.46689407062192,-0.4912028616491052,5.3500690785069694e-11,impact_mq
1.4948575915217288e-21,1.8008752324452063e-08,-6.185170885322371e-07,5.397853417972495e-07,1.1583024303294866e-06,1.020432968967096e-11,182.8157351771105,-1.3294231524894564,1.8564351110397584e-10,impact_mq
2.322905726024373e-20,1.0084738635110783e-09,-4.8385427994123024e-08,3.5242205900904456e-08,8.362763389502749e-08,-1.7169315276846834e-13,109.29276865388044,-0.2216126726075858,5.821521511048856e-13,impact_mq
2.1463024726009075e-20,9.574457434211186e-10,-1.3671234488703271e-08,1.3406539376258928e-08,2.70777738649622e-08,-2.60495860939522e-17,10.661087042789848,0.0030789798311147,5.247259262672124e-13,impact_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
5.1053032911155625e-21,1.2594159463968481e-09,-2.7324266928927685e-08,2.7301001788668884e-08,5.4625268717596566e-08,-1.2507424464621025e-13,47.88108179891977,0.0047208025353402,9.079221741038984e-13,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
5.007390669903906e-19,3.174596657065777e-09,-1.4383712579267985e-07,1.6129464247548516e-07,3.0513176826816495e-07,-2.9268985468713225e-19,265.1223825415757,0.0973316957520132,5.768855123511356e-12,shallow_mq
3.880794862662522e-20,1.1419168307409929e-08,-4.678813375709739e-07,4.790425522747177e-07,9.469238898456916e-07,7.696192666919698e-14,380.4566939324555,-0.7987229507243282,4.464507227449276e-11,shallow_mq
-3.939709885462696e-22,7.557547778610273e-10,-1.5007759081719115e-08,1.5484548318757673e-08,3.0492307400476795e-08,2.2241026317818403e-15,49.99204337572461,-0.0259514723245816,3.269315817185872e-13,deep_mq
-1.1258609393479009e-21,1.2207697715417134e-09,-6.618223284711405e-08,6.142397932741231e-08,1.2760621217452636e-07,-3.135320244006626e-14,88.09241898377765,0.0085060256192751,8.530505080053194e-13,deep_mq
5.9541989508306825e-21,7.57859514609912e-10,-1.3243376954987055e-08,1.2575230261519352e-08,2.5818607216506404e-08,-3.36600836342948e-17,8.377084780911996,-0.0011277661413575,3.2876830148738923e-13,deep_mq
-1.1024276408664604e-22,1.3682816600053807e-09,-2.3272368434003434e-07,2.328722854624868e-07,4.655959698025211e-07,-4.465702671334243e-14,5134.566345586017,-0.2182565133196949,1.0716854351971169e-12,deep_mq
